education_level,skill_1,skill_2,skill_3,skill_4,experience,logical_quotient_rating,coding_skills_rating,self-learning_capability?,interested_technology,interested_career_area,type_of_company,management_or_technical,suggested_job_role
Bachelor,CSS,JavaScript,Python,C++,7,9,7,yes,Management,Business process analyst,Web Services,Management,CRM Technical Developer
Master,JavaScript,Java,HTML,C++,2,4,1,no,IOT,system developer,Service Based,Management,CRM Technical Developer
Bachelor,Java,HTML,C++,CSS,4,3,9,no,IOT,testing,Sales and Marketing,Technical,CRM Technical Developer
Bachelor,JavaScript,Python,C++,HTML,5,6,7,yes,IOT,system developer,Web Services,Technical,CRM Technical Developer
Master,CSS,HTML,Java,JavaScript,3,6,6,yes,parallel computing,Business process analyst,Web Services,Technical,CRM Technical Developer
Master,CSS,HTML,Java,Python,5,9,3,no,Management,cloud computing,product development,Technical,CRM Technical Developer
Bachelor,C++,JavaScript,Java,CSS,6,9,3,yes,IOT,system developer,Testing and Maintainance Services,Technical,CRM Technical Developer
Master,Python,C++,JavaScript,HTML,2,1,4,yes,parallel computing,security,SAaS services,Technical,CRM Technical Developer
Master,C++,Java,CSS,HTML,5,2,7,no,data engineering,Business process analyst,Product based,Technical,CRM Technical Developer
Bachelor,C++,HTML,Python,JavaScript,10,5,7,no,data engineering,cloud computing,Sales and Marketing,Management,CRM Technical Developer
Bachelor,JavaScript,HTML,Java,C++,5,7,8,yes,IOT,security,product development,Management,CRM Technical Developer
Master,CSS,HTML,C++,Python,10,1,2,yes,hacking,Business process analyst,product development,Management,CRM Technical Developer
Bachelor,Python,C++,Java,HTML,2,9,3,yes,Management,testing,Sales and Marketing,Management,CRM Technical Developer
Master,JavaScript,HTML,Java,C++,10+,9,3,no,networks,testing,Cloud Services,Management,CRM Technical Developer
Bachelor,JavaScript,HTML,Java,Python,9,9,6,no,hacking,Business process analyst,Service Based,Management,CRM Technical Developer
Bachelor,HTML,C++,CSS,Python,9,3,4,yes,hacking,testing,Service Based,Management,CRM Technical Developer
Bachelor,Java,JavaScript,C++,Python,6,9,8,no,cloud computing,testing,Finance,Management,CRM Technical Developer
Master,JavaScript,Java,HTML,CSS,10,3,8,yes,Management,system developer,BPA,Management,CRM Technical Developer
Master,Python,CSS,Java,HTML,4,7,1,yes,parallel computing,system developer,BPA,Technical,CRM Technical Developer
Master,JavaScript,Python,HTML,CSS,9,3,4,no,Software Engineering,Business process analyst,Finance,Management,CRM Technical Developer
Master,CSS,HTML,JavaScript,Python,10+,8,5,yes,Software Engineering,Business process analyst,Cloud Services,Technical,CRM Technical Developer
Master,Python,JavaScript,C++,HTML,6,5,2,yes,IOT,security,Web Services,Technical,CRM Technical Developer
Master,Python,Java,JavaScript,HTML,10+,4,1,no,cloud computing,cloud computing,BPA,Management,CRM Technical Developer
Master,JavaScript,Python,HTML,Java,6,5,3,no,hacking,developer,product development,Management,CRM Technical Developer
Master,HTML,Java,C++,JavaScript,2,6,7,yes,hacking,security,Testing and Maintainance Services,Management,CRM Technical Developer
Bachelor,Python,Java,C++,CSS,8,7,1,no,Management,Business process analyst,Product based,Management,CRM Technical Developer
Master,Java,Python,JavaScript,C++,1,5,8,no,Software Engineering,security,product development,Management,CRM Technical Developer
Master,Java,JavaScript,C++,CSS,9,7,5,yes,Software Engineering,testing,Testing and Maintainance Services,Management,CRM Technical Developer
Master,CSS,Java,C++,HTML,6,5,3,no,data engineering,cloud computing,BPA,Management,CRM Technical Developer
Master,Python,CSS,JavaScript,HTML,5,6,8,yes,programming,system developer,Cloud Services,Technical,CRM Technical Developer
Master,C++,JavaScript,HTML,Java,10+,1,4,yes,programming,testing,product development,Management,CRM Technical Developer
Bachelor,Java,CSS,Python,JavaScript,1,4,3,yes,hacking,developer,Finance,Technical,CRM Technical Developer
Bachelor,HTML,Java,Python,JavaScript,0,9,9,no,Computer Architecture,cloud computing,BPA,Management,CRM Technical Developer
Master,Java,Python,JavaScript,HTML,0,6,6,yes,IOT,cloud computing,Service Based,Management,CRM Technical Developer
Bachelor,CSS,HTML,Java,Python,3,3,4,yes,cloud computing,security,Sales and Marketing,Management,CRM Technical Developer
Bachelor,Python,C++,JavaScript,HTML,1,1,9,no,Computer Architecture,security,Testing and Maintainance Services,Management,CRM Technical Developer
Bachelor,HTML,JavaScript,Java,CSS,9,2,3,yes,cloud computing,security,Product based,Management,CRM Technical Developer
Master,CSS,HTML,Python,C++,10,6,9,no,networks,system developer,Testing and Maintainance Services,Technical,CRM Technical Developer
Bachelor,C++,HTML,Java,Python,4,5,5,no,Computer Architecture,testing,Testing and Maintainance Services,Technical,CRM Technical Developer
Master,JavaScript,Java,CSS,Python,5,8,7,no,data engineering,Business process analyst,Sales and Marketing,Technical,CRM Technical Developer
Bachelor,C++,Python,HTML,CSS,4,8,2,no,networks,Business process analyst,Cloud Services,Management,CRM Technical Developer
Master,HTML,Java,JavaScript,CSS,10,3,2,yes,data engineering,security,BPA,Management,CRM Technical Developer
Bachelor,C++,HTML,CSS,JavaScript,2,8,2,yes,data engineering,system developer,Sales and Marketing,Management,CRM Technical Developer
Master,JavaScript,C++,Java,CSS,2,1,4,no,parallel computing,developer,Testing and Maintainance Services,Technical,CRM Technical Developer
Bachelor,Python,JavaScript,Java,C++,2,7,7,yes,parallel computing,security,Cloud Services,Technical,CRM Technical Developer
Master,C++,Java,JavaScript,CSS,8,4,3,no,Software Engineering,developer,Service Based,Management,CRM Technical Developer
Bachelor,C++,CSS,Java,HTML,3,5,8,yes,Computer Architecture,system developer,Web Services,Technical,CRM Technical Developer
Bachelor,HTML,Python,CSS,JavaScript,8,8,4,no,hacking,cloud computing,BPA,Technical,CRM Technical Developer
Bachelor,Python,Java,JavaScript,HTML,9,4,7,yes,parallel computing,security,Testing and Maintainance Services,Technical,CRM Technical Developer
Master,CSS,C++,JavaScript,Python,0,6,7,yes,cloud computing,cloud computing,Cloud Services,Technical,CRM Technical Developer
Master,C++,Java,CSS,HTML,10,8,9,yes,IOT,system developer,product development,Technical,CRM Technical Developer
Master,HTML,CSS,Java,C++,10,9,5,no,networks,testing,Web Services,Management,CRM Technical Developer
Master,CSS,C++,HTML,JavaScript,5,1,9,yes,hacking,security,Web Services,Technical,CRM Technical Developer
Master,CSS,HTML,JavaScript,Java,6,5,7,yes,Computer Architecture,system developer,Sales and Marketing,Technical,CRM Technical Developer
Master,HTML,Python,CSS,Java,7,1,8,yes,parallel computing,security,Product based,Management,CRM Technical Developer
Bachelor,Java,C++,CSS,JavaScript,6,1,7,no,Software Engineering,developer,SAaS services,Management,CRM Technical Developer
Bachelor,C++,HTML,Python,JavaScript,2,8,7,no,parallel computing,Business process analyst,BPA,Technical,CRM Technical Developer
Bachelor,Java,C++,CSS,JavaScript,10,3,5,no,IOT,system developer,Service Based,Management,CRM Technical Developer
Master,C++,JavaScript,CSS,Java,0,6,3,yes,networks,security,SAaS services,Management,CRM Technical Developer
Bachelor,JavaScript,Java,HTML,CSS,8,1,4,yes,programming,testing,Testing and Maintainance Services,Management,CRM Technical Developer
Bachelor,C++,Python,HTML,CSS,5,3,3,yes,Management,Business process analyst,Testing and Maintainance Services,Technical,CRM Technical Developer
Master,JavaScript,C++,Python,HTML,2,4,3,yes,parallel computing,system developer,Service Based,Technical,CRM Technical Developer
Bachelor,JavaScript,HTML,C++,Java,5,7,6,yes,data engineering,Business process analyst,Cloud Services,Technical,CRM Technical Developer
Bachelor,CSS,Java,C++,Python,6,1,8,yes,hacking,cloud computing,Sales and Marketing,Technical,CRM Technical Developer
Master,JavaScript,Python,CSS,Java,4,4,2,yes,hacking,Business process analyst,Testing and Maintainance Services,Management,CRM Technical Developer
Bachelor,C++,JavaScript,HTML,Python,0,7,6,yes,IOT,developer,SAaS services,Technical,CRM Technical Developer
Master,JavaScript,C++,Python,CSS,0,1,4,no,parallel computing,cloud computing,Product based,Management,CRM Technical Developer
Master,Java,CSS,Python,C++,1,1,8,no,Computer Architecture,testing,Product based,Management,CRM Technical Developer
Bachelor,C++,HTML,JavaScript,Python,3,8,5,no,Management,security,Service Based,Technical,CRM Technical Developer
Master,JavaScript,CSS,Python,Java,6,6,1,yes,hacking,developer,Sales and Marketing,Technical,CRM Technical Developer
Bachelor,JavaScript,HTML,Java,CSS,7,1,1,yes,Computer Architecture,developer,Sales and Marketing,Technical,CRM Technical Developer
Master,CSS,HTML,JavaScript,Java,6,6,2,yes,Computer Architecture,cloud computing,SAaS services,Technical,CRM Technical Developer
Bachelor,Java,CSS,C++,Python,7,6,6,yes,parallel computing,Business process analyst,BPA,Technical,CRM Technical Developer
Bachelor,Python,Java,C++,JavaScript,1,5,7,no,hacking,developer,product development,Management,CRM Technical Developer
Bachelor,HTML,JavaScript,C++,Java,8,1,5,yes,parallel computing,cloud computing,product development,Management,CRM Technical Developer
Bachelor,C++,Java,JavaScript,Python,8,6,1,yes,networks,cloud computing,Service Based,Management,CRM Technical Developer
Master,C++,HTML,CSS,JavaScript,0,7,9,yes,networks,testing,Web Services,Technical,CRM Technical Developer
Bachelor,Java,CSS,C++,JavaScript,4,8,4,yes,data engineering,developer,SAaS services,Technical,CRM Technical Developer
Master,CSS,Python,C++,HTML,0,4,4,no,cloud computing,security,Testing and Maintainance Services,Management,CRM Technical Developer
Bachelor,CSS,Java,Python,JavaScript,0,9,8,yes,programming,security,Testing and Maintainance Services,Management,CRM Technical Developer
Master,Java,JavaScript,HTML,Python,2,1,5,yes,programming,developer,Cloud Services,Technical,CRM Technical Developer
Bachelor,Java,HTML,C++,JavaScript,10+,8,8,no,cloud computing,Business process analyst,product development,Management,CRM Technical Developer
Bachelor,CSS,Java,C++,Python,8,6,6,yes,cloud computing,system developer,Product based,Management,CRM Technical Developer
Bachelor,JavaScript,HTML,Java,Python,2,5,6,no,Management,Business process analyst,Testing and Maintainance Services,Technical,CRM Technical Developer
Bachelor,Java,JavaScript,C++,Python,2,4,1,no,IOT,cloud computing,Cloud Services,Technical,CRM Technical Developer
Bachelor,Python,HTML,C++,JavaScript,2,1,7,no,programming,cloud computing,Cloud Services,Technical,CRM Technical Developer
Bachelor,C++,JavaScript,CSS,Java,4,5,8,yes,cloud computing,security,SAaS services,Management,CRM Technical Developer
Master,Java,Python,JavaScript,C++,6,4,5,no,hacking,testing,Sales and Marketing,Technical,CRM Technical Developer
Master,C++,HTML,CSS,JavaScript,10+,8,8,no,hacking,Business process analyst,Cloud Services,Technical,CRM Technical Developer
Master,JavaScript,Python,HTML,C++,3,9,5,no,networks,system developer,Product based,Technical,CRM Technical Developer
Master,HTML,CSS,JavaScript,C++,6,2,8,no,Software Engineering,system developer,Web Services,Technical,CRM Technical Developer
Master,JavaScript,HTML,Java,C++,3,2,9,no,data engineering,security,Cloud Services,Management,CRM Technical Developer
Master,HTML,JavaScript,Java,CSS,0,6,3,yes,programming,testing,Service Based,Technical,CRM Technical Developer
Master,C++,HTML,CSS,Java,8,9,1,yes,networks,cloud computing,Sales and Marketing,Management,CRM Technical Developer
Bachelor,Java,CSS,JavaScript,C++,1,1,8,yes,programming,testing,Finance,Management,CRM Technical Developer
Master,C++,CSS,Python,HTML,10,2,2,yes,Computer Architecture,security,Testing and Maintainance Services,Technical,CRM Technical Developer
Master,C++,Java,HTML,CSS,4,3,3,no,Software Engineering,system developer,Testing and Maintainance Services,Management,CRM Technical Developer
Bachelor,HTML,Python,C++,CSS,10+,8,1,yes,Software Engineering,Business process analyst,Service Based,Management,CRM Technical Developer
Master,CSS,C++,HTML,Python,6,4,1,yes,Computer Architecture,testing,Cloud Services,Management,CRM Technical Developer
Master,JavaScript,HTML,CSS,Java,1,2,4,no,hacking,testing,SAaS services,Technical,CRM Technical Developer
Bachelor,Java,C++,CSS,HTML,10,6,6,yes,Computer Architecture,system developer,Product based,Technical,CRM Technical Developer
Master,Java,C++,CSS,HTML,6,9,7,yes,programming,developer,Service Based,Management,CRM Technical Developer
Bachelor,Java,JavaScript,CSS,HTML,6,5,5,yes,Computer Architecture,developer,Cloud Services,Management,CRM Technical Developer
Bachelor,JavaScript,Java,HTML,CSS,6,3,5,yes,networks,cloud computing,product development,Technical,CRM Technical Developer
Master,CSS,JavaScript,C++,HTML,7,4,4,no,Management,cloud computing,Product based,Technical,CRM Technical Developer
Bachelor,Java,JavaScript,CSS,C++,4,1,4,yes,data engineering,developer,Product based,Management,CRM Technical Developer
Master,CSS,Java,Python,C++,0,9,3,yes,Management,developer,Product based,Technical,CRM Technical Developer
Bachelor,Java,Python,JavaScript,C++,4,4,8,yes,Software Engineering,cloud computing,Finance,Technical,CRM Technical Developer
Bachelor,Java,HTML,CSS,C++,10,7,9,yes,Computer Architecture,system developer,product development,Technical,CRM Technical Developer
Bachelor,HTML,CSS,Java,C++,5,7,2,yes,data engineering,security,Cloud Services,Management,CRM Technical Developer
Bachelor,Java,JavaScript,Python,C++,10,9,4,yes,Software Engineering,testing,Product based,Management,CRM Technical Developer
Master,Java,C++,Python,JavaScript,2,8,9,no,hacking,developer,Testing and Maintainance Services,Management,CRM Technical Developer
Master,Python,JavaScript,C++,Java,10,4,6,no,cloud computing,system developer,Web Services,Management,CRM Technical Developer
Master,CSS,HTML,JavaScript,Python,0,4,4,yes,Software Engineering,Business process analyst,BPA,Technical,CRM Technical Developer
Master,JavaScript,Python,HTML,CSS,3,1,8,no,Computer Architecture,developer,BPA,Technical,CRM Technical Developer
Master,Java,HTML,C++,JavaScript,4,7,6,yes,cloud computing,developer,product development,Technical,CRM Technical Developer
Master,JavaScript,C++,Python,HTML,6,9,9,yes,Computer Architecture,cloud computing,Product based,Management,CRM Technical Developer
Master,Python,C++,Java,JavaScript,5,4,5,yes,programming,Business process analyst,SAaS services,Technical,CRM Technical Developer
Master,CSS,JavaScript,Java,Python,10+,7,2,no,data engineering,system developer,Testing and Maintainance Services,Management,CRM Technical Developer
Bachelor,JavaScript,CSS,HTML,Java,2,4,4,yes,IOT,security,product development,Management,CRM Technical Developer
Master,C++,CSS,JavaScript,Python,6,7,2,no,cloud computing,system developer,Sales and Marketing,Management,CRM Technical Developer
Bachelor,C++,HTML,Java,CSS,3,1,2,no,hacking,security,BPA,Management,CRM Technical Developer
Master,HTML,Java,CSS,Python,9,3,6,yes,networks,developer,Service Based,Management,CRM Technical Developer
Bachelor,Python,CSS,HTML,C++,8,3,7,yes,Computer Architecture,testing,product development,Technical,CRM Technical Developer
Bachelor,JavaScript,HTML,Python,CSS,9,5,5,no,Computer Architecture,security,Finance,Technical,CRM Technical Developer
Master,C++,JavaScript,Python,CSS,8,7,6,no,programming,cloud computing,Testing and Maintainance Services,Technical,CRM Technical Developer
Master,Java,JavaScript,HTML,Python,10+,2,7,no,Management,developer,Finance,Technical,CRM Technical Developer
Master,HTML,Java,CSS,C++,8,8,5,no,parallel computing,testing,Sales and Marketing,Technical,CRM Technical Developer
Bachelor,HTML,Java,C++,CSS,5,5,9,no,Computer Architecture,security,BPA,Technical,CRM Technical Developer
Bachelor,CSS,Java,Python,C++,10+,9,2,no,programming,security,product development,Management,CRM Technical Developer
Bachelor,C++,HTML,Python,Java,10,2,9,yes,cloud computing,developer,Sales and Marketing,Management,CRM Technical Developer
Bachelor,C++,HTML,Java,CSS,1,1,8,no,parallel computing,developer,Product based,Management,CRM Technical Developer
